id,name,artists
55675,Пиноккио,['МОЛОДОСТЬ ВНУТРИ']
55676,Сердце как лёд,['Рейсан Магомедкеримов']
55677,Папа,['The Limba']
55678,Хинди,['The Limba']
55679,Интерес,"['The Limba', 'HIRO']"
55680,Смузи,['The Limba']
55681,Яд,['The Limba']
55682,Детство,"['Rauf & Faik', 'MELALI BEATS']"
55683,Почему,['Джей Мар']
55684,ПОГОНЯ ЗА НАЖИВОЙ,['CAKEBOY']
55685,La-La,['Пётр Налич']
55686,Senegal,['Aleceo']
55687,Теперь тебе 30,['Vladimir Dantes']
55688,Sounds of Someday,['Radio Company']
55689,Drowning,['Radio Company']
55690,In A Spiral,['Phantogram']
55691,If the World Was Ending,"['JP Saxe', 'Julia Michaels']"
55692,original me,"['YUNGBLUD', 'Dan Reynolds']"
55693,original me,"['YUNGBLUD', 'Dan Reynolds']"
55694,"8 вещей, которые вы не обязаны делать в постели",Unknown Artist
55695,Wooden Box,['Clever']
55696,PYRO,"['Chester Young', 'Castion']"
55697,All Dat,"['Moneybagg Yo', 'Megan Thee Stallion']"
55698,Как сделать тонкую талию,Unknown Artist
55699,"Fire, Ready, Aim",['Green Day']
55700,Killshot,['Magdalena Bay']
55701,Lose Control,"['Meduza', 'Becky Hill', 'GOODBOYS']"
55702,The Great Pretender,['Freddie Mercury']
55703,I Was Born To Love You,['Freddie Mercury']
55704,Barcelona,"['Freddie Mercury', 'Montserrat Caballé']"
55705,In My Defence,"['Freddie Mercury', 'Dave Clark']"
55706,Love Kills,['Freddie Mercury']
55707,How Can I Go On,"['Freddie Mercury', 'Montserrat Caballé']"
55708,She Blows Hot And Cold,['Freddie Mercury']
55709,Made In Heaven,['Freddie Mercury']
55710,Let's Turn It On,['Freddie Mercury']
55711,Foolin' Around,['Freddie Mercury']
55712,Your Kind Of Lover,['Freddie Mercury']
55713,Mr. Bad Guy,['Freddie Mercury']
55714,Man Made Paradise,['Freddie Mercury']
55715,There Must Be More To Life Than This,['Freddie Mercury']
55716,My Love Is Dangerous,['Freddie Mercury']
55717,Hero,['Michael Kiwanuka']
55718,Make Someone Happy,"['Jeff Goldblum & the Mildred Snitzer Orchestra', 'Gregory Porter']"
55719,Backseat Boogie,['Airbourne']
55720,CEMETERY,['AViVA']
55721,"Rachmaninoff: Piano Concerto No. 1 in F-Sharp Minor, Op. 1 - I. Vivace","['Даниил Трифонов', 'The Philadelphia Orchestra', 'Yannick Nézet-Séguin', 'Сергей Васильевич Рахманинов']"
55722,Find an Island,['BENEE']
55723,You?,['Two Feet']
55724,JEKYLL & HIDE,['Bishop Briggs']
55725,Сквозь время,['Земля Легенд']
55726,Ночь,['Земля Легенд']
55727,Твое имя,['Земля Легенд']
55728,Воды Рейна,['Земля Легенд']
55729,Обещаю,['Ани Лорак']
55730,Shawty говорила,['Trap Get Illuminator']
55731,Me Necesita,"['PRETTYMUCH', 'CNCO']"
55732,Wild Side,['Ali']
55733,Mantra,['ladynsax']
55734,"Какие продукты полезны перед сном, а какие вредны",Unknown Artist
55735,Screenshot,['Tanir & Tyomcha']
55736,BLACK BENZ,"['Пульсы', 'Тилэкс']"
55737,На малютке-планете,['Ёлка']
55738,Останься,['Мэвл']
55739,Пьяный рассвет,['HOLLYFLAME']
55740,Лучшая дуга,"['Timran', 'Batrai']"
55741,С любимыми не расставайтесь,"['Ёлка', 'Илья Лагутенко']"
55742,Quite Miss Home,['James Arthur']
55743,Maybe,['James Arthur']
55744,Кегельбан,"['OQJAV', 'Анастасия Великородная']"
55745,Сложный выбор,['OQJAV']
55746,На размер больше,['OQJAV']
55747,Якоря,['OQJAV']
55748,Портвейн,['OQJAV']
55749,Bim Bam toi,['Carla']
55750,Будь со мной рядом,"['Banev!', 'Ёлка']"
55751,10 Years Ago,['FKJ']
55752,Risk,"['FKJ', 'Bas']"
55753,Ylang Ylang,"['FKJ', '((( O )))']"
55754,Беги,['Ирина Кайратовна']
55755,Чувства,['Animal ДжаZ']
55756,Выстрелишь,['Animal ДжаZ']
55757,Чувства,"['Animal ДжаZ', 'O.Torvald']"
55758,Voodoo Sonic,['Parov Stelar']
55759,Отпразднуем,['IROH']
55760,Беда,['IROH']
55761,Dancin,"['Aaron Smith', 'Luvli', 'Krono']"
55762,Live Forever,['The Anix']
55763,Oblivion City,['Fury Weekend']
55764,Белая ворона,"['Mary Gu', 'Loc-Dog']"
55765,Вот тебе на,['PIZZA']
55766,My Type,"['Saweetie', 'Dillon Francis']"
55767,Princesses Don't Cry,['CARYS']
55768,Tanit,['Erik Truffaz']
55769,Cycle by Cycle,['Erik Truffaz']
55770,Lune rouge,['Erik Truffaz']
55771,Dear God,['Dax']
55772,Demons,['Hayley Kiyoko']
55773,171 xo,['Thousand Below']
55774,МАРГИНАЛЬНОЕ ЧТИВО,['BOOKER']
55775,Перевал,['Океан Ельзи']
55776,Курок,['Андрей Резников']
55777,На балконе,"['INSPACE', 'Katanacss']"
55778,All In My Head,"['Cemre Emin', 'Berfin']"
55779,океан,['lowlife']
55780,Седьмое октября,['Хаски']
55781,Мой город,['FEDUK']
55782,Western Spy,['Hard Bass School']
55783,Hymn of Universe,['Yakuro']
55784,Hymn of Sea,['Yakuro']
55785,Дворы,['Зараза']
55786,Лада,['Зараза']
55787,Дым,['Зараза']
55788,Берега,['Зараза']
55789,Птицы,['Зараза']
55790,Худ,['Зараза']
55791,В моём сердце...,['Лана Свит']
55792,Папины дочки,['Uma2rman']
55793,Asphyxia,['Tenebrax']
55794,Я ей нужен,"['Лёша Маэстро', 'Сонька']"
55795,Тебе 17,"['Лёша Маэстро', 'Восточный округ']"
55796,Symmetry,['Syml']
55797,Odium,"['LXST CXNTURY', 'Kingpin Skinny Pimp']"
55798,Tokyo,['LXST CXNTURY']
55799,Cybersity,['LXST CXNTURY']
55800,MALA SANTA,['Becky G']
55801,Yellow Box,['The Neighbourhood']
55802,No Sleep,['Furkan Soysal']
55803,Полуночное такси,['Дима Билан']
55804,EXXPOSEDD,['Prince Of Falls']
55805,Север,['[AMATORY]']
55806,HAHA,['Lil Darkie']
55807,Feel,"['Mahmut Orhan', 'Sena Sener']"
55808,Under the Ladder,['MÉLOVIN']
55809,Music Sounds Better With You,['Neil Frances']
55810,Не гомофоб,['Слава КПСС']
55811,Культура G,['Слава КПСС']
55812,Мой генерал,['Слава КПСС']
55813,Егор Летов,['Слава КПСС']
55814,Кимберли,['Слава КПСС']
55815,Духовная нищанка,['Слава КПСС']
55816,Tekken,['Слава КПСС']
55817,Анархопутин,['Слава КПСС']
55818,"20 вредных привычек, от которых нужно избавиться до 30 лет",Unknown Artist
55819,Не приму и даром,"['Bahh Tee', 'Navai']"
55820,Ойся,['Московский Казачий Хор']
55821,Бибоп и Рокстеди,['Голос Омерики']
55822,Труп невесты,['Голос Омерики']
55823,Антизож,['Голос Омерики']
55824,Днище,['Голос Омерики']
55825,Омон,['Голос Омерики']
55826,Наука,['Голос Омерики']
55827,Ирина,['Голос Омерики']
55828,РЕН ТВ,['Голос Омерики']
55829,Последний герой,['Голос Омерики']
55830,Игра,['Голос Омерики']
55831,Собака-гипнотизёр,['Голос Омерики']
55832,Последняя матерная песня о любви,['Питоны 3000']
55833,RITMO (Bad Boys For Life),"['Black Eyed Peas', 'J. Balvin']"
55834,Падди,['GREEN CROW']
55835,Бочка виски,['GREEN CROW']
55836,Дьявола нет,['GREEN CROW']
55837,Веснушки,['NЮ']
55838,В сердце,['NЮ']
55839,Под кайфом,['NЮ']
55840,Верь в меня,['NЮ']
55841,Вспоминай,['NЮ']
55842,Пули,['NЮ']
55843,Бог,['NЮ']
55844,Ты сводишь меня с ума,['NЮ']
55845,Нарисуй мне небо,['Ёлка']
55846,Ты знаешь,"['Ёлка', 'Burito']"
55847,Пара,['Ёлка']
55848,Casablance,"['Bertie Higgins', 'Josie Ho']"
55849,Скучаю,['Наталия Власова']
55850,Паразит,['RAM']
55851,Нирвана,['Скруджи']
55852,"9 симптомов обсессивно-компульсивного расстройства, которые нельзя игнорировать",Unknown Artist
55853,До талого,['kavabanga Depo kolibri']
55854,Манеж,['LASCALA']
55855,Пьяная,['LASCALA']
55856,Cuba Libre,['LASCALA']
55857,Последний шанс,['LASCALA']
55858,Пульс,['LASCALA']
55859,Agonia,['LASCALA']
55860,Компас,['LASCALA']
55861,Молод и ахуенен,['МУККА']
55862,До декабря,['МУККА']
55863,Made for the Night,"['Dan Korshunov', 'Ermakov']"
55864,Тепло,['Гребенщик']
55865,When It's All Gone,['TERROR REID']
55866,I Wanna Be Your Dog,['Sex Pistols']
55867,Prayers,['Slaves']
55868,Don't Give Up,"['Gramatik', 'Ryan Shaw', 'ProbCause']"
55869,Don't Mind It VIP,"['Gramatik', 'Beat Fatigue']"
55870,Funk It VIP,"['Gramatik', 'Defunk']"
55871,Saturnia,"['Gramatik', 'Luxas']"
55872,"10 главных навыков, который будут цениться работодателями в 2020 году",Unknown Artist
55873,How It's Done,"['Kash Doll', 'Kim Petras', 'ALMA', 'Stefflon Don']"
55874,Никаких Больше Вечеринок,"['Cream Soda', 'Smash']"
55875,Get Down,['Sollar']
55876,"Эх, ребята",['Ойра!']
55877,Каренина,"['25/17', 'ST', 'Нигатив', 'Качмар']"
55878,Моя вина,"['ST', 'Artik & Asti']"
55879,Луи Луи,"['ST', 'Мари Краймбрери']"
55880,Любимая,['Jandro']
55881,Куда ведет мой Бог,['Jandro']
55882,И через года,['Jandro']
55883,NAJA-NAJA,['PROBASS ∆ HARDI']
55884,Танцуешь в темноте,['VIU VIU']
55885,Лунная,['noorah']
55886,Портовая,['Алексей Вдовин']
55887,Каждый день,['lil krystalll']
55888,Jumanji,"['Andy Panda', 'Miyagi', 'TumaniYO']"
55889,Rain,['Hudi']
55890,Вызывай милицию,['Ida Galich']
55891,I Can't Stop,"['Diggo', 'Dizza', 'Max Vertigo', 'Sharapov']"
55892,This Is Halloween,['Hairy & Scary Creatures']
55893,Альфа и Омега,['Тима Белорусских']
55894,Альфа и Омега,['Тима Белорусских']
55895,Resurrection,['gank']
55896,Зачем женщины притворяются в постели и что с этим делать мужчинам,Unknown Artist
55897,Адвайта,['Николай Кокурин']
55898,Loosing Interest,"['Sarah Meow', 'Shiloh']"
55899,Soft Skin,"['Sarah Meow', 'Shiloh']"
55900,Harleys In Hawaii,['Katy Perry']
55901,Skeletun,['Tekno']
55902,Как перестать тратить деньги: 4 совета от экономистов,Unknown Artist
55903,Sisters,['Saint Motel']
55904,Van Horn,['Saint Motel']
55905,Blodfest,"['Danheim', 'Heldom']"
55906,Better Place,"['Hyperclap', 'Drama B', 'JOWST']"
55907,God's Gonna Cut You Down,['Marilyn Manson']
55908,Ich weiß es nicht,['Lindemann']
55909,waiting on the weekend,['YUNGBLUD']
55910,"13 признаков, что вы растрачиваете свою жизнь впустую",Unknown Artist
55911,Tutu,"['Camilo', 'Shakira', 'Pedro Capó']"
55912,PSYCHO,['AViVA']
55913,Миру мир,['Xassa']
55914,Some Say,"['Nea', 'Felix Jaehn']"
55915,Тарсонис,['Цифей']
55916,Сафари,['Зомб']
55917,Не та,['МУККА']
55918,Девочка моя,['EMIN']
55919,$gain,"['DJ FERAY', 'POV', 'AMO', 'Мурадов Ферай']"
55920,The Hype,['twenty one pilots']
55921,БАМБАЛЕЙЛА,['ХЛЕБ']
55922,ЧТО ЗА ТРЕК,['ХЛЕБ']
55923,BULLETPROOF VEST,['ХЛЕБ']
55924,Рычит мотор,['Грязь']
55925,Страшно так жить,['Баста']
55926,Да да да,"['Tanir', 'Tyomcha', 'Jarico']"
55927,Ныряй без остатка,['МАЧЕТЕ']
55928,Жена и подруга,['МАЧЕТЕ']
55929,Выхожу из системы,['МАЧЕТЕ']
55930,Никуда не смыться,['МАЧЕТЕ']
55931,Волшебник,"['Gidayyat', 'Gazan']"
55932,Bedel,['Mustafa Ceceli']
55933,Tasbih,['Ayisha Abdul Basith']
55934,Верх эгоизма,['ARKUSHA']
55935,Светят дожди,"['Кравц', 'Mary G']"
55936,Перевернула,"['Кравц', 'Vahtang']"
55937,"Милая, милая",['Mull3']
55938,Rose,['Mull3']
55939,А мы завязали,['Mull3']
55940,Лотосы,['Burito']
55941,Возьми моё сердце,"['Filatov & Karas', 'Burito']"
55942,Ты на свете есть,['Кватро']
55943,Смуглянка,['Кватро']
55944,На бис,['Кватро']
55945,Chuchumaa,['Rayvanny']
55946,Stand Up (From Harriet),['Cynthia Erivo']
55947,Solo,['Mashmelo']
55948,The Wall,"['Abis', 'Signal', 'Tasha Baxter', 'Buunshin']"
55949,Постепенно,['PLC']
55950,Hang on to Yourself,['Palaye Royale']
55951,Go Crazy,"['Leslie Odom, Jr.']"
55952,One,['Måns Zelmerlöw']
55953,Mirror,['Måns Zelmerlöw']
55954,Standards,"['Leslie Odom, Jr.']"
55955,Dance Monkey,['Tones And I']
55956,Princesses Don't Cry,['CARYS']
55957,HEARTBREAK,['FLESH']
55958,UNANA,['NECHAEV']
55959,Чё между нами,['VAZHENIN']
55960,Гори-гори ясно!,"['Тимур Родригез', 'ST']"
55961,"7 упражнений, которые помогут повысить самооценку",Unknown Artist
55962,Плакаты,['RADIO ЧАЧА']
55963,2030,['RADIO ЧАЧА']
55964,Вон из дома,['RADIO ЧАЧА']
55965,Влюблённый металлист,['RADIO ЧАЧА']
55966,Не уходи,['Кравц']
55967,КАРОЧ,['КОСМОНАВТОВ НЕТ']
55968,Навсегда,['Сироткин']
55969,Не узнавай меня,['Операция Пластилин']
55970,The Book of Fire,['Mono Inc.']
55971,Nemesis,['Mono Inc.']
55972,Butterfly Mode,['INDEX']
55973,Impala,"['INDEX', 'EXCE$$']"
55974,Ghost,"['Au/Ra', 'Alan Walker']"
55975,Seventeen,['DOLF']
55976,sex money feelings die,['Lykke Li']
55977,fuck up,"['Gabriel Black', 'Call Me Karizma']"
55978,Почему смотреть сериалы полезно и как это делать правильно,Unknown Artist
55979,The Perfect Girl,['Mareux']
55980,Électrique Yarghol,"['Acid Arab', 'Hasan Minawi']"
55981,Ejma,"['Acid Arab', 'Cem Yıldız']"
55982,Таблетка,['МУККА']
55983,"Мама, я пьян",['МУККА']
55984,Тёплый свитерок,['МУККА']
55985,На севере Невы,['Те100стерон']
55986,HOOKAH,['OBLADAET']
55987,Red Desert,['Foals']
55988,Wash Off,['Foals']
55989,Like Lightning,['Foals']
55990,Dreaming Of,['Foals']
55991,Ikaria,['Foals']
55992,"10,000 Feet",['Foals']
55993,Neptune,['Foals']
55994,На заре,['Альянс']
55995,Папа,['Лолита']
55996,По шанхайским подвалам,['Твин Пикс']
55997,Зелёный коридор,['Петля Пристрастия']
55998,Hell & Back,['Azizi Gibson']
55999,whatever mane,"['Pouya', 'Xavier Wulf']"
56000,Виртуальный зверёк,['Кладбище Сердец']
56001,Dance Monkey,['Janet Hill']
56002,Heartbeats,['Tom Walker']
56003,Sweater Weather,"['Gaullin', 'Julian Perretta']"
56004,НОВЫЙ ДЕНЬ,"['CAKEBOY', 'GONE.Fludd']"
56005,Shh,['Biig Piig']
56006,Lie to Me,"['Biig Piig', 'Mac Wetha']"
56007,Скелеты,['ИЧИ']
56008,Мотыльки,"['Lyuba Almann', 'Dmitry Merkulov']"
56009,Рождество,"['BrainStorm', 'Моя Мишель']"
56010,Без номеров,['Luxor']
56011,Bull ULT,['RAM']
56012,Josephine,['Chris Rea']
56013,Superfreak,['BeatFreakz']
56014,Зима по проводам,['Амели на Мели']
56015,О важном,['Амели на Мели']
56016,Не буди,['Амели на Мели']
56017,Забыть её,['Амели на Мели']
56018,Колыбельная,['Амели на Мели']
56019,Пожалуйста,['Амели на Мели']
56020,Наизусть,['Амели на Мели']
56021,"Одиночество, спи",['Амели на Мели']
56022,Утром в метро,['Амели на Мели']
56023,Это лето,['Амели на Мели']
